idx,caption_en,image_path
91_aug_6,Men's game character looking at the book,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\91_aug_6.jpg
91_aug_7,Men's game character looking at the book,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\91_aug_7.jpg
91_aug_8,Men's game character looking at the book,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\91_aug_8.jpg
91_aug_9,Men's game character looking at the book,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\91_aug_9.jpg
91_aug_10,Men's game character looking at the book,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\91_aug_10.jpg
92_aug_1,Male game character in standing and white clothes,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\92_aug_1.jpg
92_aug_2,Male game character in standing and white clothes,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\92_aug_2.jpg
92_aug_3,Male game character in standing and white clothes,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\92_aug_3.jpg
92_aug_4,Male game character in standing and white clothes,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\92_aug_4.jpg
92_aug_5,Male game character in standing and white clothes,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\92_aug_5.jpg
92_aug_6,Male game character in standing and white clothes,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\92_aug_6.jpg
92_aug_7,Male game character in standing and white clothes,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\92_aug_7.jpg
92_aug_8,Male game character in standing and white clothes,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\92_aug_8.jpg
92_aug_9,Male game character in standing and white clothes,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\92_aug_9.jpg
92_aug_10,Male game character in standing and white clothes,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\92_aug_10.jpg
93_aug_1,Black clothes male game character holding a gun,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\93_aug_1.jpg
93_aug_2,Black clothes male game character holding a gun,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\93_aug_2.jpg
93_aug_3,Black clothes male game character holding a gun,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\93_aug_3.jpg
93_aug_4,Black clothes male game character holding a gun,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\93_aug_4.jpg
93_aug_5,Black clothes male game character holding a gun,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\93_aug_5.jpg
93_aug_6,Black clothes male game character holding a gun,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\93_aug_6.jpg
93_aug_7,Black clothes male game character holding a gun,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\93_aug_7.jpg
93_aug_8,Black clothes male game character holding a gun,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\93_aug_8.jpg
93_aug_9,Black clothes male game character holding a gun,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\93_aug_9.jpg
93_aug_10,Black clothes male game character holding a gun,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\93_aug_10.jpg
94_aug_1,Sitting blonde female game character,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\94_aug_1.jpg
94_aug_2,Sitting blonde female game character,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\94_aug_2.jpg
94_aug_3,Sitting blonde female game character,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\94_aug_3.jpg
94_aug_4,Sitting blonde female game character,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\94_aug_4.jpg
94_aug_5,Sitting blonde female game character,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\94_aug_5.jpg
94_aug_6,Sitting blonde female game character,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\94_aug_6.jpg
94_aug_7,Sitting blonde female game character,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\94_aug_7.jpg
94_aug_8,Sitting blonde female game character,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\94_aug_8.jpg
94_aug_9,Sitting blonde female game character,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\94_aug_9.jpg
94_aug_10,Sitting blonde female game character,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\94_aug_10.jpg
95_aug_1,Female game character of black clothes holding a sword,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\95_aug_1.jpg
95_aug_2,Female game character of black clothes holding a sword,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\95_aug_2.jpg
95_aug_3,Female game character of black clothes holding a sword,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\95_aug_3.jpg
95_aug_4,Female game character of black clothes holding a sword,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\95_aug_4.jpg
95_aug_5,Female game character of black clothes holding a sword,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\95_aug_5.jpg
95_aug_6,Female game character of black clothes holding a sword,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\95_aug_6.jpg
95_aug_7,Female game character of black clothes holding a sword,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\95_aug_7.jpg
95_aug_8,Female game character of black clothes holding a sword,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\95_aug_8.jpg
95_aug_9,Female game character of black clothes holding a sword,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\95_aug_9.jpg
95_aug_10,Female game character of black clothes holding a sword,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\95_aug_10.jpg
96_aug_1,A female game character standing on the grass wearing white clothes,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\96_aug_1.jpg
96_aug_2,A female game character standing on the grass wearing white clothes,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\96_aug_2.jpg
96_aug_3,A female game character standing on the grass wearing white clothes,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\96_aug_3.jpg
96_aug_4,A female game character standing on the grass wearing white clothes,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\96_aug_4.jpg
96_aug_5,A female game character standing on the grass wearing white clothes,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\96_aug_5.jpg
96_aug_6,A female game character standing on the grass wearing white clothes,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\96_aug_6.jpg
96_aug_7,A female game character standing on the grass wearing white clothes,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\96_aug_7.jpg
96_aug_8,A female game character standing on the grass wearing white clothes,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\96_aug_8.jpg
96_aug_9,A female game character standing on the grass wearing white clothes,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\96_aug_9.jpg
96_aug_10,A female game character standing on the grass wearing white clothes,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\96_aug_10.jpg
97_aug_1,Blonde female game characters carrying black clothes and swords,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\97_aug_1.jpg
97_aug_2,Blonde female game characters carrying black clothes and swords,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\97_aug_2.jpg
97_aug_3,Blonde female game characters carrying black clothes and swords,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\97_aug_3.jpg
97_aug_4,Blonde female game characters carrying black clothes and swords,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\97_aug_4.jpg
97_aug_5,Blonde female game characters carrying black clothes and swords,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\97_aug_5.jpg
97_aug_6,Blonde female game characters carrying black clothes and swords,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\97_aug_6.jpg
97_aug_7,Blonde female game characters carrying black clothes and swords,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\97_aug_7.jpg
97_aug_8,Blonde female game characters carrying black clothes and swords,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\97_aug_8.jpg
97_aug_9,Blonde female game characters carrying black clothes and swords,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\97_aug_9.jpg
97_aug_10,Blonde female game characters carrying black clothes and swords,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\97_aug_10.jpg
98_aug_1,Men's game character wearing fresh and white clothes,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\98_aug_1.jpg
98_aug_2,Men's game character wearing fresh and white clothes,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\98_aug_2.jpg
98_aug_3,Men's game character wearing fresh and white clothes,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\98_aug_3.jpg
98_aug_4,Men's game character wearing fresh and white clothes,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\98_aug_4.jpg
98_aug_5,Men's game character wearing fresh and white clothes,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\98_aug_5.jpg
98_aug_6,Men's game character wearing fresh and white clothes,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\98_aug_6.jpg
98_aug_7,Men's game character wearing fresh and white clothes,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\98_aug_7.jpg
98_aug_8,Men's game character wearing fresh and white clothes,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\98_aug_8.jpg
98_aug_9,Men's game character wearing fresh and white clothes,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\98_aug_9.jpg
98_aug_10,Men's game character wearing fresh and white clothes,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\98_aug_10.jpg
99_aug_1,A male game character wearing armor,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\99_aug_1.jpg
99_aug_2,A male game character wearing armor,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\99_aug_2.jpg
99_aug_3,A male game character wearing armor,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\99_aug_3.jpg
99_aug_4,A male game character wearing armor,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\99_aug_4.jpg
99_aug_5,A male game character wearing armor,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\99_aug_5.jpg
99_aug_6,A male game character wearing armor,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\99_aug_6.jpg
99_aug_7,A male game character wearing armor,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\99_aug_7.jpg
99_aug_8,A male game character wearing armor,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\99_aug_8.jpg
99_aug_9,A male game character wearing armor,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\99_aug_9.jpg
99_aug_10,A male game character wearing armor,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\99_aug_10.jpg
100_aug_1,"Two male game characters wearing white pants and black shirts and white tea, respectively",C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\100_aug_1.jpg
100_aug_2,"Two male game characters wearing white pants and black shirts and white tea, respectively",C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\100_aug_2.jpg
100_aug_3,"Two male game characters wearing white pants and black shirts and white tea, respectively",C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\100_aug_3.jpg
100_aug_4,"Two male game characters wearing white pants and black shirts and white tea, respectively",C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\100_aug_4.jpg
100_aug_5,"Two male game characters wearing white pants and black shirts and white tea, respectively",C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\100_aug_5.jpg
100_aug_6,"Two male game characters wearing white pants and black shirts and white tea, respectively",C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\100_aug_6.jpg
100_aug_7,"Two male game characters wearing white pants and black shirts and white tea, respectively",C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\100_aug_7.jpg
100_aug_8,"Two male game characters wearing white pants and black shirts and white tea, respectively",C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\100_aug_8.jpg
100_aug_9,"Two male game characters wearing white pants and black shirts and white tea, respectively",C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\100_aug_9.jpg
100_aug_10,"Two male game characters wearing white pants and black shirts and white tea, respectively",C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\100_aug_10.jpg
